MAX_CAPACITY,NODE_ID,NODE_ANAME,NODE_ENAME,DAM_DAILY_DATE,TOTAL_VOLUME,TOTAL_OUTFLOW,TOTAL_INFLOW,STORAGE_PERCENTAGE,DAM_DAILY_LEVEL
110000000,BD01,سد الوحده,Al Wehda Dam,8/25/2018,2977076,224415,125585,2.71,47.8
110000000,BD01,سد الوحده,Al Wehda Dam,8/26/2018,2878600,223802,125302,2.62,47.44
110000000,BD01,سد الوحده,Al Wehda Dam,8/27/2018,2733010,253070,107470,2.48,46.89
110000000,BD01,سد الوحده,Al Wehda Dam,8/28/2018,2575821,267034,109334,2.34,46.27
110000000,BD01,سد الوحده,Al Wehda Dam,8/29/2018,2418648,248842,91642,2.2,45.62
110000000,BD01,سد الوحده,Al Wehda Dam,8/30/2018,2269015,248875,99375,2.06,44.97
110000000,BD01,سد الوحده,Al Wehda Dam,8/31/2018,2124526,248660,104450,1.93,44.31
110000000,BD01,سد الوحده,Al Wehda Dam,9/1/2018,1987274,232905,95705,1.81,43.65
110000000,BD01,سد الوحده,Al Wehda Dam,9/2/2018,1851239,232850,96750,1.68,42.96
110000000,BD01,سد الوحده,Al Wehda Dam,9/3/2018,1726167,232830,107830,1.57,42.29
110000000,BD01,سد الوحده,Al Wehda Dam,9/4/2018,1590628,231542,95892,1.45,41.52
110000000,BD01,سد الوحده,Al Wehda Dam,9/5/2018,1434940,231542,75797,1.3,40.57
110000000,BD01,سد الوحده,Al Wehda Dam,9/6/2018,1289885,232590,86548,1.17,39.61
110000000,BD01,سد الوحده,Al Wehda Dam,9/7/2018,1156465,231570,98130,1.05,38.65
110000000,BD01,سد الوحده,Al Wehda Dam,9/8/2018,1011006,214719,81279,0.92,37.5
110000000,BD01,سد الوحده,Al Wehda Dam,9/9/2018,899712,214790,88050,0.82,36.53
110000000,BD01,سد الوحده,Al Wehda Dam,9/10/2018,760896,215281,79318,0.69,35.18
110000000,BD01,سد الوحده,Al Wehda Dam,9/11/2018,832686,214830,79790,0.76,35.9
110000000,BD01,سد الوحده,Al Wehda Dam,9/12/2018,490900,196932,95452,0.45,25.02
110000000,BD01,سد الوحده,Al Wehda Dam,9/13/2018,345900,198445,51445,0.31,34.6
110000000,BD01,سد الوحده,Al Wehda Dam,9/14/2018,345920,196970,196980,0.31,18.82
110000000,BD01,سد الوحده,Al Wehda Dam,9/15/2018,345980,196980,197040,0.31,18.64
110000000,BD01,سد الوحده,Al Wehda Dam,9/16/2018,346200,196957,198177,0.31,18.72
110000000,BD01,سد الوحده,Al Wehda Dam,9/17/2018,346920,196955,197675,0.32,18.84
110000000,BD01,سد الوحده,Al Wehda Dam,9/18/2018,347170,163215,163465,0.32,19.02
110000000,BD01,سد الوحده,Al Wehda Dam,9/19/2018,347445,163290,163565,0.32,19.18
110000000,BD01,سد الوحده,Al Wehda Dam,9/20/2018,347565,162760,162883,0.32,19.23
110000000,BD01,سد الوحده,Al Wehda Dam,9/21/2018,347565,163080,162740,0.32,19.27
110000000,BD01,سد الوحده,Al Wehda Dam,9/22/2018,355400,164772,170607,0.32,19.28
110000000,BD01,سد الوحده,Al Wehda Dam,9/23/2018,363200,162780,170580,0.33,19.29
110000000,BD01,سد الوحده,Al Wehda Dam,9/24/2018,371030,162800,170620,0.34,19.3
110000000,BD01,سد الوحده,Al Wehda Dam,9/25/2018,378900,162585,107665,0.34,19.33
110000000,BD01,سد الوحده,Al Wehda Dam,9/26/2018,378900,197294,104544,0.34,19.33
110000000,BD01,سد الوحده,Al Wehda Dam,9/27/2018,158004,310270,89400,0.14,18.7
110000000,BD01,سد الوحده,Al Wehda Dam,9/28/2018,158004,222320,222320,0.14,18.7
110000000,BD01,سد الوحده,Al Wehda Dam,9/29/2018,167004,222755,231725,0.15,18.9
110000000,BD01,سد الوحده,Al Wehda Dam,9/30/2018,176504,222768,235268,0.16,19.05
110000000,BD01,سد الوحده,Al Wehda Dam,10/1/2018,177304,194231,195031,0.16,19.11
110000000,BD01,سد الوحده,Al Wehda Dam,10/2/2018,185304,180284,187984,0.17,19.6
110000000,BD01,سد الوحده,Al Wehda Dam,10/3/2018,220400,160700,195736,0.2,19.25
110000000,BD01,سد الوحده,Al Wehda Dam,10/4/2018,260300,145435,185335,0.24,19.29
110000000,BD01,سد الوحده,Al Wehda Dam,10/5/2018,310105,145450,195255,0.28,19.33
110000000,BD01,سد الوحده,Al Wehda Dam,10/6/2018,360505,145479,165875,0.33,19.75
110000000,BD01,سد الوحده,Al Wehda Dam,10/7/2018,411205,145485,196185,0.37,20.17
110000000,BD01,سد الوحده,Al Wehda Dam,10/8/2018,480700,145485,214885,0.44,20.67
110000000,BD01,سد الوحده,Al Wehda Dam,10/9/2018,570600,145490,235395,0.52,21.34
110000000,BD01,سد الوحده,Al Wehda Dam,10/10/2018,660800,145490,235695,0.6,21.9
110000000,BD01,سد الوحده,Al Wehda Dam,10/11/2018,759800,145517,245522,0.69,22.5
110000000,BD01,سد الوحده,Al Wehda Dam,10/12/2018,859600,145542,245347,0.78,23.21
110000000,BD01,سد الوحده,Al Wehda Dam,10/13/2018,962000,145543,247968,0.87,23.96
110000000,BD01,سد الوحده,Al Wehda Dam,10/14/2018,1064700,145560,248260,0.97,24.8
110000000,BD01,سد الوحده,Al Wehda Dam,10/15/2018,1205300,145572,286179,1.1,27.3
110000000,BD01,سد الوحده,Al Wehda Dam,10/16/2018,1343700,145680,284080,1.22,28.88
110000000,BD01,سد الوحده,Al Wehda Dam,10/17/2018,1399850,145691,201836,1.27,29.4
110000000,BD01,سد الوحده,Al Wehda Dam,10/18/2018,1455250,145718,201052,1.32,30
110000000,BD01,سد الوحده,Al Wehda Dam,10/19/2018,1512050,178462,235262,1.37,30.63
110000000,BD01,سد الوحده,Al Wehda Dam,10/20/2018,1568584,189483,264033,1.43,41.39
110000000,BD01,سد الوحده,Al Wehda Dam,10/21/2018,1672336,189501,358101,1.52,41.99
110000000,BD01,سد الوحده,Al Wehda Dam,10/22/2018,1672336,189510,224610,1.52,41.99
110000000,BD01,سد الوحده,Al Wehda Dam,10/23/2018,1709879,189530,227120,1.55,42.2
110000000,BD01,سد الوحده,Al Wehda Dam,10/24/2018,1748071,189653,227753,1.59,42.41
110000000,BD01,سد الوحده,Al Wehda Dam,10/25/2018,1783194,189580,224680,1.62,42.6
110000000,BD01,سد الوحده,Al Wehda Dam,10/26/2018,1801897,189610,225535,1.64,42.7
110000000,BD01,سد الوحده,Al Wehda Dam,10/27/2018,1828337,189630,198760,1.66,42.84
110000000,BD01,سد الوحده,Al Wehda Dam,10/28/2018,1858922,189646,225246,1.69,43
110000000,BD01,سد الوحده,Al Wehda Dam,10/29/2018,1919308,189648,250053,1.74,43.31
110000000,BD01,سد الوحده,Al Wehda Dam,10/30/2018,1981203,189667,251570,1.8,43.62
110000000,BD01,سد الوحده,Al Wehda Dam,10/31/2018,2017846,189705,232510,1.83,43.8
110000000,BD01,سد الوحده,Al Wehda Dam,11/1/2018,2069608,189685,235290,1.88,44.05
110000000,BD01,سد الوحده,Al Wehda Dam,11/2/2018,2165368,128429,224229,1.97,44.5
110000000,BD01,سد الوحده,Al Wehda Dam,11/3/2018,2239970,137651,212251,2.04,44.84
110000000,BD01,سد الوحده,Al Wehda Dam,11/4/2018,2309712,137681,207381,2.1,45.15
110000000,BD01,سد الوحده,Al Wehda Dam,11/5/2018,2369494,138301,147511,2.15,45.41
110000000,BD01,سد الوحده,Al Wehda Dam,11/6/2018,2418648,137738,184538,2.2,45.62
110000000,BD01,سد الوحده,Al Wehda Dam,11/7/2018,2492651,137748,214148,2.27,45.93
110000000,BD01,سد الوحده,Al Wehda Dam,11/8/2018,2568398,137768,213468,2.33,46.24
110000000,BD01,سد الوحده,Al Wehda Dam,11/9/2018,2613191,137780,187582,2.38,46.42
110000000,BD01,سد الوحده,Al Wehda Dam,11/10/2018,2681514,137848,201103,2.44,46.69
110000000,BD01,سد الوحده,Al Wehda Dam,11/11/2018,2782638,137750,238855,2.53,47.08
110000000,BD01,سد الوحده,Al Wehda Dam,11/12/2018,2971537,50865,242525,2.7,47.78
110000000,BD01,سد الوحده,Al Wehda Dam,11/13/2018,3173140,50904,249704,2.88,48.49
110000000,BD01,سد الوحده,Al Wehda Dam,11/14/2018,3388253,50930,266130,3.08,49.21
110000000,BD01,سد الوحده,Al Wehda Dam,11/15/2018,3525168,50935,172035,3.2,49.65
110000000,BD01,سد الوحده,Al Wehda Dam,11/16/2018,3633872,51200,175475,3.3,49.99
110000000,BD01,سد الوحده,Al Wehda Dam,11/17/2018,3785060,52002,178802,3.44,50.45
110000000,BD01,سد الوحده,Al Wehda Dam,11/18/2018,3818562,146375,203275,3.47,50.55
110000000,BD01,سد الوحده,Al Wehda Dam,11/19/2018,3821925,146387,180087,3.47,50.56
110000000,BD01,سد الوحده,Al Wehda Dam,11/20/2018,3876043,146405,177033,3.52,50.72
110000000,BD01,سد الوحده,Al Wehda Dam,11/21/2018,3913593,146368,177078,3.56,50.83
110000000,BD01,سد الوحده,Al Wehda Dam,11/22/2018,3944525,146395,177295,3.59,50.92
110000000,BD01,سد الوحده,Al Wehda Dam,11/23/2018,3975600,146485,172585,3.61,51.01
110000000,BD01,سد الوحده,Al Wehda Dam,11/24/2018,4109150,147315,280115,3.74,51.39
110000000,BD01,سد الوحده,Al Wehda Dam,11/25/2018,4874208,110924,878932,4.43,53.4
110000000,BD01,سد الوحده,Al Wehda Dam,11/26/2018,5080615,110970,317377,4.62,53.9
110000000,BD01,سد الوحده,Al Wehda Dam,11/27/2018,5293735,147015,238072,4.81,54.4
110000000,BD01,سد الوحده,Al Wehda Dam,11/28/2018,5380897,111040,284265,4.89,54.6
110000000,BD01,سد الوحده,Al Wehda Dam,11/29/2018,5558556,136894,314554,5.05,55
110000000,BD01,سد الوحده,Al Wehda Dam,11/30/2018,5740730,136918,319096,5.22,55.4
110000000,BD01,سد الوحده,Al Wehda Dam,12/1/2018,6017847,115478,392621,5.47,55.99
110000000,BD01,سد الوحده,Al Wehda Dam,12/2/2018,6216447,116550,314154,5.65,56.4
110000000,BD01,سد الوحده,Al Wehda Dam,12/3/2018,6420091,115600,319244,5.84,56.81
110000000,BD01,سد الوحده,Al Wehda Dam,12/4/2018,6634026,115900,329535,6.03,57.23
110000000,BD01,سد الوحده,Al Wehda Dam,12/5/2018,6848158,115663,329769,6.23,57.64
110000000,BD01,سد الوحده,Al Wehda Dam,12/6/2018,7149246,111660,412747,6.5,58.2
110000000,BD01,سد الوحده,Al Wehda Dam,12/7/2018,7426655,111648,389107,6.75,58.7
110000000,BD01,سد الوحده,Al Wehda Dam,12/8/2018,8495085,112431,1205772,7.72,60.5
110000000,BD01,سد الوحده,Al Wehda Dam,12/9/2018,8876476,110360,518750,8.07,61.1
110000000,BD01,سد الوحده,Al Wehda Dam,12/10/2018,9250966,120595,495085,8.41,61.67
110000000,BD01,سد الوحده,Al Wehda Dam,12/11/2018,9405496,111027,265560,8.55,61.9
110000000,BD01,سد الوحده,Al Wehda Dam,12/12/2018,9818050,111035,523588,8.93,62.5
110000000,BD01,سد الوحده,Al Wehda Dam,12/13/2018,10008212,111075,301238,9.1,62.77
110000000,BD01,سد الوحده,Al Wehda Dam,12/14/2018,10115084,111400,217972,9.2,62.92
110000000,BD01,سد الوحده,Al Wehda Dam,12/15/2018,10722541,111095,718552,9.75,63.75
110000000,BD01,سد الوحده,Al Wehda Dam,12/16/2018,11101892,111092,498134,10.09,64.25
110000000,BD01,سد الوحده,Al Wehda Dam,12/17/2018,11452128,111122,453667,10.41,64.7
110000000,BD01,سد الوحده,Al Wehda Dam,12/18/2018,11690336,111104,349352,10.63,65
110000000,BD01,سد الوحده,Al Wehda Dam,12/19/2018,11738435,133837,181936,10.67,65.06
110000000,BD01,سد الوحده,Al Wehda Dam,12/20/2018,11802806,137876,202253,10.73,65.14
110000000,BD01,سد الوحده,Al Wehda Dam,12/21/2018,11851263,137880,186392,10.77,65.2
110000000,BD01,سد الوحده,Al Wehda Dam,12/22/2018,11924238,137980,210955,10.84,65.29
110000000,BD01,سد الوحده,Al Wehda Dam,12/23/2018,11973081,137950,186863,10.88,65.35
110000000,BD01,سد الوحده,Al Wehda Dam,12/24/2018,12022079,138050,187053,10.93,65.41
110000000,BD01,سد الوحده,Al Wehda Dam,12/25/2018,12095867,138045,211845,11,65.5
110000000,BD01,سد الوحده,Al Wehda Dam,12/26/2018,12261099,138145,303333,11.15,65.7
110000000,BD01,سد الوحده,Al Wehda Dam,12/27/2018,12639268,6570,384849,11.49,66.15
110000000,BD01,سد الوحده,Al Wehda Dam,12/28/2018,13096196,6595,463528,11.91,66.68
110000000,BD01,سد الوحده,Al Wehda Dam,12/29/2018,13289581,6620,200006,12.08,66.9
110000000,BD01,سد الوحده,Al Wehda Dam,12/30/2018,13892195,6635,157579,12.63,67.57
110000000,BD01,سد الوحده,Al Wehda Dam,12/31/2018,13610798,6655,176927,12.37,67.26
110000000,BD01,سد الوحده,Al Wehda Dam,1/1/2019,13764559,6673,160435,12.51,67.43
110000000,BD01,سد الوحده,Al Wehda Dam,1/2/2019,14039186,6630,281256,12.76,67.73
110000000,BD01,سد الوحده,Al Wehda Dam,1/3/2019,14243264,6675,210754,12.95,67.95
110000000,BD01,سد الوحده,Al Wehda Dam,1/4/2019,14667856,6673,431275,13.33,68.4
110000000,BD01,سد الوحده,Al Wehda Dam,1/5/2019,15131503,6673,479312,13.76,68.88
110000000,BD01,سد الوحده,Al Wehda Dam,1/6/2019,15367545,6655,242724,13.97,69.12
110000000,BD01,سد الوحده,Al Wehda Dam,1/7/2019,15566419,6682,205566,14.15,69.32
110000000,BD01,سد الوحده,Al Wehda Dam,1/8/2019,15807695,6691,247977,14.37,69.56
110000000,BD01,سد الوحده,Al Wehda Dam,1/9/2019,16010965,7699,209978,14.56,69.76
110000000,BD01,سد الوحده,Al Wehda Dam,1/10/2019,16216255,6715,212016,14.74,69.96
110000000,BD01,سد الوحده,Al Wehda Dam,1/11/2019,16288587,6700,79046,14.81,70.03
110000000,BD01,سد الوحده,Al Wehda Dam,1/12/2019,16392351,6745,131344,14.9,70.13
110000000,BD01,سد الوحده,Al Wehda Dam,1/13/2019,16569926,6760,163531,15.06,70.3
110000000,BD01,سد الوحده,Al Wehda Dam,1/14/2019,16833771,6785,270630,15.3,70.55
110000000,BD01,سد الوحده,Al Wehda Dam,1/15/2019,16972251,7495,187159,15.43,70.68
110000000,BD01,سد الوحده,Al Wehda Dam,1/16/2019,17208613,52518,288879,15.64,70.9
110000000,BD01,سد الوحده,Al Wehda Dam,1/17/2019,17360348,52554,204290,15.78,71.04
110000000,BD01,سد الوحده,Al Wehda Dam,1/18/2019,17513119,53407,206172,15.92,71.18
110000000,BD01,سد الوحده,Al Wehda Dam,1/19/2019,17589894,105262,182037,15.99,71.25
110000000,BD01,سد الوحده,Al Wehda Dam,1/20/2019,17688987,105306,204400,16.08,71.34
110000000,BD01,سد الوحده,Al Wehda Dam,1/21/2019,17733168,106584,150850,16.12,71.38
110000000,BD01,سد الوحده,Al Wehda Dam,1/22/2019,17821785,106772,195390,16.2,71.46
110000000,BD01,سد الوحده,Al Wehda Dam,1/23/2019,17644892,131363,186951,16.04,71.3
110000000,BD01,سد الوحده,Al Wehda Dam,1/24/2019,17921890,131838,176382,16.29,71.55
110000000,BD01,سد الوحده,Al Wehda Dam,1/25/2019,18067254,0,104544,16.42,71.68
110000000,BD01,سد الوحده,Al Wehda Dam,1/26/2019,18179694,131850,244299,16.53,71.78
110000000,BD01,سد الوحده,Al Wehda Dam,1/27/2019,18258723,131888,210928,16.6,71.85
110000000,BD01,سد الوحده,Al Wehda Dam,1/28/2019,18372085,131870,245242,16.7,71.95
110000000,BD01,سد الوحده,Al Wehda Dam,1/29/2019,18497412,131865,257202,16.82,72.06
110000000,BD01,سد الوحده,Al Wehda Dam,1/30/2019,18520270,131925,154782,16.84,72.08
110000000,BD01,سد الوحده,Al Wehda Dam,1/31/2019,18543150,131965,154845,16.86,72.1
110000000,BD01,سد الوحده,Al Wehda Dam,2/1/2019,18566051,131995,154827,16.88,72.12
110000000,BD01,سد الوحده,Al Wehda Dam,2/2/2019,18703922,79091,182419,17,72.24
110000000,BD01,سد الوحده,Al Wehda Dam,2/3/2019,18726977,79141,136739,17.02,72.26
110000000,BD01,سد الوحده,Al Wehda Dam,2/4/2019,18947104,79163,299289,17.22,72.45
110000000,BD01,سد الوحده,Al Wehda Dam,2/5/2019,19180978,17522,251426,17.44,72.65
110000000,BD01,سد الوحده,Al Wehda Dam,2/6/2019,19417084,9033,245139,17.65,72.85
110000000,BD01,سد الوحده,Al Wehda Dam,2/7/2019,19571756,9049,163686,17.79,72.98
110000000,BD01,سد الوحده,Al Wehda Dam,2/8/2019,19655437,10049,93734,17.87,73.05
110000000,BD01,سد الوحده,Al Wehda Dam,2/9/2019,19823629,10066,178258,18.02,73.19
110000000,BD01,سد الوحده,Al Wehda Dam,2/10/2019,20017212,10080,203664,18.2,73.35
110000000,BD01,سد الوحده,Al Wehda Dam,2/11/2019,20200025,10092,192904,18.36,73.5
110000000,BD01,سد الوحده,Al Wehda Dam,2/12/2019,20322617,46095,168693,18.48,73.6
110000000,BD01,سد الوحده,Al Wehda Dam,2/13/2019,20421106,91814,190302,18.56,73.68
110000000,BD01,سد الوحده,Al Wehda Dam,2/14/2019,20544736,108013,231640,18.68,73.78
110000000,BD01,سد الوحده,Al Wehda Dam,2/15/2019,20693858,110419,257301,18.81,73.9
110000000,BD01,سد الوحده,Al Wehda Dam,2/16/2019,21260554,10100,576795,19.33,74.35
110000000,BD01,سد الوحده,Al Wehda Dam,2/17/2019,21644984,10105,394535,19.68,74.65
110000000,BD01,سد الوحده,Al Wehda Dam,2/18/2019,21956389,10120,321526,19.96,74.89
110000000,BD01,سد الوحده,Al Wehda Dam,2/19/2019,22218538,10138,272286,20.2,75.09
110000000,BD01,سد الوحده,Al Wehda Dam,2/20/2019,22363750,10145,155357,20.33,75.2
110000000,BD01,سد الوحده,Al Wehda Dam,2/21/2019,22629656,10130,276037,20.57,75.4
110000000,BD01,سد الوحده,Al Wehda Dam,2/22/2019,22830689,10145,211178,20.76,75.55
110000000,BD01,سد الوحده,Al Wehda Dam,2/23/2019,23019567,10145,199025,20.93,75.69
110000000,BD01,سد الوحده,Al Wehda Dam,2/24/2019,23305152,10154,295740,21.19,75.9
110000000,BD01,سد الوحده,Al Wehda Dam,2/25/2019,23510818,11080,216745,21.37,76.05
110000000,BD01,سد الوحده,Al Wehda Dam,2/26/2019,23690197,11095,190474,21.54,76.18
110000000,BD01,سد الوحده,Al Wehda Dam,2/27/2019,23898489,11102,219392,21.73,76.33
110000000,BD01,سد الوحده,Al Wehda Dam,2/28/2019,24094174,11130,206814,21.9,76.47
110000000,BD01,سد الوحده,Al Wehda Dam,3/1/2019,24333459,11093,222172,22.12,76.64
110000000,BD01,سد الوحده,Al Wehda Dam,3/2/2019,24503472,11040,209299,22.28,76.76
110000000,BD01,سد الوحده,Al Wehda Dam,3/3/2019,24702982,11085,210596,22.46,76.9
110000000,BD01,سد الوحده,Al Wehda Dam,3/4/2019,24946936,11083,255307,22.68,77.07
110000000,BD01,سد الوحده,Al Wehda Dam,3/5/2019,25236327,11088,300479,22.94,77.27
110000000,BD01,سد الوحده,Al Wehda Dam,3/6/2019,25484350,11108,259131,23.17,77.44
110000000,BD01,سد الوحده,Al Wehda Dam,3/7/2019,25704760,11123,231532,23.37,77.59
110000000,BD01,سد الوحده,Al Wehda Dam,3/8/2019,25941489,11140,247870,23.58,77.75
110000000,BD01,سد الوحده,Al Wehda Dam,3/9/2019,26164955,11151,234616,23.79,77.9
110000000,BD01,سد الوحده,Al Wehda Dam,3/10/2019,26359829,11173,206048,23.96,78.03
110000000,BD01,سد الوحده,Al Wehda Dam,3/11/2019,26525601,11180,176951,24.11,78.14
110000000,BD01,سد الوحده,Al Wehda Dam,3/12/2019,26677002,11068,162470,24.25,78.24
110000000,BD01,سد الوحده,Al Wehda Dam,3/13/2019,26844317,11098,178412,24.4,78.35
110000000,BD01,سد الوحده,Al Wehda Dam,3/14/2019,26966510,11098,133352,24.52,78.43
110000000,BD01,سد الوحده,Al Wehda Dam,3/15/2019,27135230,11208,179927,24.67,78.54
110000000,BD01,سد الوحده,Al Wehda Dam,3/16/2019,27289320,11228,165326,24.81,78.64
110000000,BD01,سد الوحده,Al Wehda Dam,3/17/2019,27444088,11225,165993,24.95,78.74
110000000,BD01,سد الوحده,Al Wehda Dam,3/18/2019,27630707,11200,197819,25.12,78.86
110000000,BD01,سد الوحده,Al Wehda Dam,3/19/2019,27802638,11199,183149,25.28,78.97
110000000,BD01,سد الوحده,Al Wehda Dam,3/20/2019,27896767,11208,105337,25.36,79.03
110000000,BD01,سد الوحده,Al Wehda Dam,3/21/2019,28228166,11253,342656,25.66,79.24
110000000,BD01,سد الوحده,Al Wehda Dam,3/22/2019,28546614,11268,329713,25.95,79.44
110000000,BD01,سد الوحده,Al Wehda Dam,3/23/2019,28835592,11275,300253,26.21,79.62
110000000,BD01,سد الوحده,Al Wehda Dam,3/24/2019,29045705,11290,221403,26.41,79.75
110000000,BD01,سد الوحده,Al Wehda Dam,3/25/2019,29289615,11293,255204,26.63,79.9
110000000,BD01,سد الوحده,Al Wehda Dam,3/26/2019,29683173,11315,404872,26.98,80.14
110000000,BD01,سد الوحده,Al Wehda Dam,3/27/2019,29881482,11330,209640,27.16,80.26
110000000,BD01,سد الوحده,Al Wehda Dam,3/28/2019,30064167,11335,194019,27.33,80.37
110000000,BD01,سد الوحده,Al Wehda Dam,3/29/2019,30130812,11342,77987,27.39,80.41
110000000,BD01,سد الوحده,Al Wehda Dam,3/30/2019,30197571,11350,78110,27.45,80.45
110000000,BD01,سد الوحده,Al Wehda Dam,3/31/2019,30281182,11355,94965,27.53,80.5
110000000,BD01,سد الوحده,Al Wehda Dam,4/1/2019,30415332,11360,145510,27.65,80.58
110000000,BD01,سد الوحده,Al Wehda Dam,4/2/2019,30549942,11357,145973,27.77,80.66
110000000,BD01,سد الوحده,Al Wehda Dam,4/3/2019,30685014,11370,146442,27.9,80.74
110000000,BD01,سد الوحده,Al Wehda Dam,4/4/2019,30803581,11360,129927,28,80.81
110000000,BD01,سد الوحده,Al Wehda Dam,4/5/2019,30922503,11358,130280,28.11,80.88
110000000,BD01,سد الوحده,Al Wehda Dam,4/6/2019,31041781,11363,130641,28.22,80.95
110000000,BD01,سد الوحده,Al Wehda Dam,4/7/2019,31161415,11362,130996,28.33,81.02
110000000,BD01,سد الوحده,Al Wehda Dam,4/8/2019,31298577,11355,148517,28.45,81.1
110000000,BD01,سد الوحده,Al Wehda Dam,4/9/2019,31470688,11351,183461,28.61,81.2
110000000,BD01,سد الوحده,Al Wehda Dam,4/10/2019,31678188,11365,218865,28.8,81.32
110000000,BD01,سد الوحده,Al Wehda Dam,4/11/2019,31851913,11385,185111,28.96,81.42
110000000,BD01,سد الوحده,Al Wehda Dam,4/12/2019,31886747,11395,46228,28.99,81.44
110000000,BD01,سد الوحده,Al Wehda Dam,4/13/2019,32026377,11400,151030,29.11,81.52
110000000,BD01,سد الوحده,Al Wehda Dam,4/14/2019,32166480,11410,151513,29.24,81.6
110000000,BD01,سد الوحده,Al Wehda Dam,4/15/2019,32324664,11420,169604,29.39,81.69
110000000,BD01,سد الوحده,Al Wehda Dam,4/16/2019,32483450,11440,170226,29.53,81.78
110000000,BD01,سد الوحده,Al Wehda Dam,4/17/2019,32625100,11451,153104,29.66,81.86
110000000,BD01,سد الوحده,Al Wehda Dam,4/18/2019,32713874,11455,100229,29.74,81.91
110000000,BD01,سد الوحده,Al Wehda Dam,4/19/2019,32820651,11465,118241,29.84,81.97
110000000,BD01,سد الوحده,Al Wehda Dam,4/20/2019,32927697,11475,119436,29.93,82.03
110000000,BD01,سد الوحده,Al Wehda Dam,4/21/2019,32999211,11515,83030,30,82.07
110000000,BD01,سد الوحده,Al Wehda Dam,4/22/2019,33106709,11520,119019,30.1,82.13
110000000,BD01,سد الوحده,Al Wehda Dam,4/23/2019,33178524,72776,141592,30.16,82.17
110000000,BD01,سد الوحده,Al Wehda Dam,4/24/2019,33250460,81349,153465,30.23,82.21
110000000,BD01,سد الوحده,Al Wehda Dam,4/25/2019,33340551,81707,171790,30.31,82.26
110000000,BD01,سد الوحده,Al Wehda Dam,4/26/2019,33394696,81760,135905,30.36,82.29
110000000,BD01,سد الوحده,Al Wehda Dam,4/27/2019,33466995,81775,154134,30.42,82.33
110000000,BD01,سد الوحده,Al Wehda Dam,4/28/2019,33503190,81800,117986,30.46,82.35
110000000,BD01,سد الوحده,Al Wehda Dam,4/29/2019,33575671,81833,154289,30.52,82.39
110000000,BD01,سد الوحده,Al Wehda Dam,4/30/2019,33630112,81812,136258,30.57,82.42
110000000,BD01,سد الوحده,Al Wehda Dam,5/1/2019,33648274,127322,145484,30.59,82.43
110000000,BD01,سد الوحده,Al Wehda Dam,5/2/2019,33611958,134293,97976,30.56,82.41
110000000,BD01,سد الوحده,Al Wehda Dam,5/3/2019,33521299,202015,113620,30.47,82.36
110000000,BD01,سد الوحده,Al Wehda Dam,5/4/2019,33448909,203071,94481,30.41,82.32
110000000,BD01,سد الوحده,Al Wehda Dam,5/5/2019,33304492,203463,95195,30.28,82.24
110000000,BD01,سد الوحده,Al Wehda Dam,5/6/2019,33196497,203473,95478,30.18,82.18
110000000,BD01,سد الوحده,Al Wehda Dam,5/7/2019,33106709,203495,113707,30.1,82.13
110000000,BD01,سد الوحده,Al Wehda Dam,5/8/2019,32963439,247095,103845,29.97,82.05
110000000,BD01,سد الوحده,Al Wehda Dam,5/9/2019,32767229,220481,103455,29.79,81.94
110000000,BD01,سد الوحده,Al Wehda Dam,5/10/2019,32554215,317283,104270,29.59,81.82
110000000,BD01,سد الوحده,Al Wehda Dam,5/11/2019,32342277,317303,105364,29.4,81.7
110000000,BD01,سد الوحده,Al Wehda Dam,5/12/2019,32131410,354450,106403,29.21,81.58
110000000,BD01,سد الوحده,Al Wehda Dam,5/13/2019,31956503,273512,98608,29.05,81.48
110000000,BD01,سد الوحده,Al Wehda Dam,5/14/2019,31782335,273500,99332,28.89,81.38
110000000,BD01,سد الوحده,Al Wehda Dam,5/15/2019,31608904,273550,101119,28.74,81.28
110000000,BD01,سد الوحده,Al Wehda Dam,5/16/2019,31453444,273570,118110,28.59,81.19
110000000,BD01,سد الوحده,Al Wehda Dam,5/17/2019,31281407,273600,101563,28.44,81.09
110000000,BD01,سد الوحده,Al Wehda Dam,5/18/2019,31075926,307248,101767,28.25,80.97
110000000,BD01,سد الوحده,Al Wehda Dam,5/19/2019,30871493,307272,102840,28.06,80.85
110000000,BD01,سد الوحده,Al Wehda Dam,5/20/2019,30668105,308255,103866,27.88,80.73
110000000,BD01,سد الوحده,Al Wehda Dam,5/21/2019,30448941,307275,89112,27.68,80.6
110000000,BD01,سد الوحده,Al Wehda Dam,5/22/2019,30281182,264490,96730,27.53,80.5
110000000,BD01,سد الوحده,Al Wehda Dam,5/23/2019,30130812,249956,99586,27.39,80.41
110000000,BD01,سد الوحده,Al Wehda Dam,5/24/2019,29981021,242905,93115,27.26,80.32
110000000,BD01,سد الوحده,Al Wehda Dam,5/25/2019,29815265,242939,77169,27.1,80.22
110000000,BD01,سد الوحده,Al Wehda Dam,5/26/2019,29666693,242963,94390,26.97,80.13
110000000,BD01,سد الوحده,Al Wehda Dam,5/27/2019,29518695,242965,94968,26.84,80.04
110000000,BD01,سد الوحده,Al Wehda Dam,5/28/2019,29371271,242983,95558,26.7,79.95
110000000,BD01,سد الوحده,Al Wehda Dam,5/29/2019,29224418,242993,96140,26.57,79.86
